__time,/record/cur_comp.0,/record/cur_comp.1,/record/cur_comp.2,/record/cur_comp.3,/record/cur_comp.4,/record/cur_comp.5,/record/cur_fb.0,/record/cur_fb.1,/record/cur_fb.2,/record/cur_fb.3,/record/cur_fb.4,/record/cur_fb.5,/record/cur_fric.0,/record/cur_fric.1,/record/cur_fric.2,/record/cur_fric.3,/record/cur_fric.4,/record/cur_fric.5,/record/cur_null.0,/record/cur_null.1,/record/cur_null.2,/record/cur_null.3,/record/cur_null.4,/record/cur_null.5,/record/pos_q.0,/record/pos_q.1,/record/pos_q.2,/record/pos_q.3,/record/pos_q.4,/record/pos_q.5,/record/pos_t.0,/record/pos_t.1,/record/pos_t.2,/record/pos_x.0,/record/pos_x.1,/record/pos_x.2
1702559781.837676,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.610979259,2.597455502,-4.609261990,4.081736088,-0.414381474,0.656444430,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.870918391,-0.425536391,1.918231257,-0.515177328,-1.060015878,-0.122568261,0.083826997,0.303029336,0.122095200,0.051061798,0.309112413,0.122301123
1702559781.848537,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.795487881,2.523755074,-4.486965656,3.375597477,-0.420096248,0.840507746,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.868817690,-0.425185919,1.916132686,-0.517785095,-1.060119209,-0.122153873,0.086995658,0.302134902,0.122095200,0.052348394,0.309121629,0.122413190
1702559781.859318,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.916504920,2.613895416,-4.540288448,2.837794542,-0.374102563,0.736809433,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.867152681,-0.424790705,1.914572607,-0.520363035,-1.060174603,-0.121514182,0.086995658,0.302134902,0.122095200,0.053383901,0.309010117,0.122453554
1702559781.870281,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.874891341,2.545373201,-4.663061142,3.489671946,-0.466169715,0.065614171,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.865694601,-0.424415200,1.913070584,-0.523854972,-1.060237453,-0.119990321,0.086995658,0.302134902,0.122095200,0.054383908,0.308710303,0.122370261
1702559781.881390,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.576882482,2.488206148,-4.678606033,3.748476505,-0.379987389,0.495442957,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.864241314,-0.423996551,1.911403445,-0.526725327,-1.060440919,-0.119279789,0.090154780,0.301207336,0.122095200,0.055367183,0.308569013,0.122416491
1702559781.892191,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.971733987,2.543323040,-4.451970100,3.740963936,-0.471924037,0.690952718,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.862569115,-0.423666319,1.909728317,-0.529658000,-1.060282194,-0.119050758,0.090154780,0.301207336,0.122095200,0.056497403,0.308427006,0.122393246
1702559781.903037,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.852654099,2.486155748,-4.823055267,3.170994282,-0.431605756,0.777231276,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.860538987,-0.423124099,1.908292340,-0.532632218,-1.060400439,-0.118965536,0.090154780,0.301207336,0.122095200,0.057639125,0.308180926,0.122416939
1702559781.914519,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.558328748,2.501063347,-4.471883774,2.768892765,-0.506548226,0.851721406,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.859234305,-0.422774693,1.906520273,-0.535032791,-1.060333860,-0.118858477,0.093304015,0.300246739,0.122095200,0.058638186,0.308180319,0.122491107
1702559781.925532,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.803400040,2.360819817,-4.171426773,3.058633804,-0.506417394,0.932428241,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.856860895,-0.422326216,1.904660854,-0.537422180,-1.060396710,-0.118717862,0.093304015,0.300246739,0.122095200,0.059968401,0.308138762,0.122622686
1702559781.937658,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.696347713,2.470957041,-4.656896114,2.872447014,-0.489153177,0.949550092,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.855344492,-0.422096119,1.903589730,-0.539623016,-1.060422809,-0.118543692,0.093304015,0.300246739,0.122095200,0.060822984,0.307941533,0.122590507
1702559781.948539,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.748669744,2.388911724,-4.334181309,2.734236002,-0.529561460,0.886249185,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.853126877,-0.421672144,1.901654677,-0.542763415,-1.060474474,-0.118248081,0.097487019,0.298914745,0.122095200,0.062165294,0.307776484,0.122637419
1702559781.959657,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.397244036,2.545886993,-4.330152988,3.074088812,-0.546821713,0.909322321,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.851216059,-0.421418078,1.900247463,-0.546177055,-1.060500573,-0.118029702,0.097487019,0.298914745,0.122095200,0.063290669,0.307411139,0.122520046
1702559781.970453,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.513753891,2.348788500,-4.339625835,2.989155769,-0.569719553,0.926674545,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.849122548,-0.420893436,1.898969146,-0.547960308,-1.060526140,-0.117674436,0.097487019,0.298914745,0.122095200,0.064379337,0.307336920,0.122653689
1702559781.981428,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.840507746,2.326518297,-4.347025871,2.739989042,-0.575589418,0.167778164,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.846834360,-0.420578650,1.897681774,-0.550153687,-1.060459561,-0.116650184,0.100611844,0.297877492,0.122095200,0.065555681,0.307158580,0.122672951
1702559781.992454,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.811418772,2.361976862,-4.391005039,3.459194183,-0.598520935,0.368348539,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.844741116,-0.420215927,1.896396532,-0.552354524,-1.060430266,-0.115492774,0.100611844,0.297877492,0.122095200,0.066668354,0.306988746,0.122708846
1702559782.003641,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.957019150,2.527125120,-4.467815876,2.838582039,-0.592766464,0.518438160,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.842087808,-0.420033767,1.895561365,-0.554743912,-1.060496312,-0.115377726,0.100611844,0.297877492,0.122095200,0.067814956,0.306590234,0.122611457
1702559782.014560,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.644556940,2.578150511,-4.391110420,3.310978413,-0.513334692,0.489457756,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.840673403,-0.420000744,1.894332050,-0.557495490,-1.060803641,-0.115318604,0.103725636,0.296807574,0.122095200,0.068633979,0.306278724,0.122518437
1702559782.025341,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.629901290,2.791643620,-4.470754147,2.767606735,-0.690952718,0.564229012,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.838441408,-0.419818584,1.893402606,-0.559507774,-1.060644384,-0.115292505,0.103725636,0.296807574,0.122095200,0.069706207,0.306022668,0.122458884
1702559782.036614,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.403489143,2.670423985,-4.423241615,2.971058607,-0.535314858,0.610979259,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.836289574,-0.419614586,1.892311776,-0.561638303,-1.060725877,-0.115252025,0.103725636,0.296807574,0.122095200,0.070749076,0.305772462,0.122442591
1702559782.047802,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.333030134,2.791341066,-4.294091702,2.551558733,-0.645173192,0.610247016,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.834103651,-0.419337084,1.890941313,-0.563465764,-1.060659298,-0.115248296,0.106828054,0.295705107,0.122095200,0.071896676,0.305673309,0.122512910
1702559782.058619,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.432563812,2.740442276,-4.095263004,2.509602547,-0.627293408,0.506548226,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.831547549,-0.419024429,1.889683236,-0.565703352,-1.060696582,-0.115255753,0.106828054,0.295705107,0.122095200,0.073130741,0.305426638,0.122537201
1702559782.069497,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.425850987,2.670423985,-4.465814114,3.033099174,-0.684911191,0.472204655,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.829551510,-0.418598856,1.888962584,-0.567752921,-1.060666755,-0.115263210,0.106828054,0.295705107,0.122095200,0.074072083,0.305120667,0.122522206
1702559782.081073,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.695253015,2.455016851,-4.263829708,2.347998619,-0.633126378,0.500695705,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.827511795,-0.418133868,1.888127417,-0.569339100,-1.060655569,-0.115266938,0.110946329,0.294184731,0.122095200,0.075030683,0.304933131,0.122594293
1702559782.092002,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.716390431,2.397953987,-4.195775986,2.820299864,-0.610436976,0.425889909,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.824848634,-0.417613486,1.886981192,-0.571832351,-1.060888330,-0.115281852,0.110946329,0.294184731,0.122095200,0.076256312,0.304588612,0.122648918
1702559782.102851,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.707365394,2.474539518,-4.242967129,2.198500156,-0.673526227,0.380509973,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.822292798,-0.417323202,1.886257878,-0.573293362,-1.060692321,-0.115299961,0.110946329,0.294184731,0.122095200,0.077364378,0.304349197,0.122651971
1702559782.114421,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.779953539,2.573013783,-4.168722630,2.533460140,-0.610247016,0.374102563,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.820089831,-0.417165010,1.885479170,-0.574580734,-1.060877677,-0.115307418,0.114020884,0.293006794,0.122095200,0.078273266,0.304139132,0.122687129
1702559782.125314,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.876082897,2.677000999,-3.938872814,2.239194155,-0.725097656,0.293548316,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.817200568,-0.416963675,1.884386208,-0.576814593,-1.060655569,-0.115332985,0.114020884,0.293006794,0.122095200,0.079616601,0.303811564,0.122631845
1702559782.136253,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.651202023,2.465207338,-4.266376972,2.488053083,-0.644531250,0.305055678,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.814810114,-0.416449152,1.883682601,-0.578838063,-1.060921886,-0.115340442,0.114020884,0.293006794,0.122095200,0.080612484,0.303440214,0.122674248
1702559782.147846,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.690593183,2.545060873,-4.110497952,2.078609705,-0.673526227,0.299301982,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.812234838,-0.416137562,1.883040247,-0.580461526,-1.060759433,-0.115347898,0.117082936,0.291796727,0.122095200,0.081707378,0.303130443,0.122655777
1702559782.158873,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.379856646,2.430709839,-4.259385109,2.576975107,-0.685418665,0.271450698,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.810004973,-0.415729034,1.882178448,-0.582536661,-1.060825479,-0.115359616,0.117082936,0.291796727,0.122095200,0.082734246,0.302806630,0.122669401
1702559782.169928,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.759713292,2.498512983,-4.185126781,2.112374783,-0.673304975,0.264718175,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.807127694,-0.415550069,1.881301735,-0.584175570,-1.060733334,-0.115366541,0.117082936,0.291796727,0.122095200,0.083954751,0.302508200,0.122658605
1702559782.181044,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.456949800,2.558240652,-3.959681749,2.222232819,-0.696347713,0.174170136,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.804328445,-0.415330625,1.880350454,-0.585773467,-1.060929342,-0.115392640,0.120132149,0.290554660,0.122095200,0.085106611,0.302219951,0.122704876
1702559782.192077,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.513334692,2.532616615,-3.990232944,2.348950386,-0.719550073,0.121396437,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.801903903,-0.414989740,1.879687860,-0.588048339,-1.060762629,-0.115422467,0.120132149,0.290554660,0.122095200,0.086197304,0.301789521,0.122622076
